image_path,text
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\534.jpg,p ^ { 3 } - ( x ^ { 2 } + x y + y ^ { 2 } ) p ^ { 2 } + ( x ^ { 3 } y + x ^ { 2 } y ^ { 2 } + x y ^ { 3 } ) p - x ^ { 3 } y ^ { 3 } = 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\535.jpg,1 2 + 1 3 8 + 1 4 4 + 7 3 > 4 5
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\536.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\537.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\538.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\539.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\540.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\541.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\542.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\543.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\544.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\545.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\546.jpg,\sin ^ { 2 } ( x )
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\547.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\548.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\549.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\550.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\551.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\552.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\553.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\554.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\555.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\556.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\557.jpg,( ( 8 4 / 1 1 3 ) / 5 1 ) - 1 1 9 = - 1 1 8 . 9 9
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\558.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\559.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\560.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\561.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\562.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\563.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\564.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\565.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\566.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\567.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\568.jpg,"\forall x , f ( x )"
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\569.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\570.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\571.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\572.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\573.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\574.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\575.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\576.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\577.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\578.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\579.jpg,a _ { 2 } = - 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\580.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\581.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\582.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\583.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\584.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\585.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\586.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\587.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\588.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\589.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\590.jpg,2 4 / 1 2 5 = 0 . 1 9
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\591.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\592.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\593.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\594.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\595.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\596.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\597.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\598.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\599.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\600.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\601.jpg,n _ { 1 } + \ldots + n _ { j }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\602.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\603.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\604.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\605.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\606.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\607.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\608.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\609.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\610.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\611.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\612.jpg,4 \div 1 8 2 = 0 . 0 2
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\613.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\614.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\615.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\616.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\617.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\618.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\619.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\620.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\621.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\622.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\623.jpg,"4 , 2 , 1"
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\624.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\625.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\626.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\627.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\628.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\629.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\630.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\631.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\632.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\633.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\634.jpg,( - a ) ^ { n } = a ^ { n }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\635.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\636.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\637.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\638.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\639.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\640.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\641.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\642.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\643.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\644.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\645.jpg,y = x p + \sqrt { b ^ { 2 } + a ^ { 2 } p ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\646.jpg,y = \frac { 1 } { Y }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\647.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\648.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\649.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\650.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\651.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\652.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\653.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\654.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\655.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\656.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\657.jpg,( ( 1 1 6 - 1 7 ) \times ( 1 2 4 - 9 8 ) ) \div 1 0 > 2 0 5
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\658.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\659.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\660.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\661.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\662.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\663.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\664.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\665.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\666.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\667.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\668.jpg,x ^ { - 4 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\669.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\670.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\671.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\672.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\673.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\674.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\675.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\676.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\677.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\678.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\679.jpg,\frac 1 { n ^ { k + 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\680.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\681.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\682.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\683.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\684.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\685.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\686.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\687.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\688.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\689.jpg,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\690.jpg,\cos ( 4 a ) = 8 \cos ^ { 4 } ( a ) - 8 \cos ^ { 2 } ( a ) + 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\691.jpg,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\692.jpg,\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\693.jpg,\log _ { 2 } \frac 1 2 + \log _ { 4 } \frac 2 4
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\694.jpg,\frac 2 { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\695.jpg,[ \frac 2 3 x ^ { \frac 3 2 } ] _ { 0 } ^ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\696.jpg,\int _ { \log 3 } ^ { 0 } \frac 1 { e ^ { t } + 1 } d t
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\697.jpg,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\698.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt 4 } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\699.jpg,[ b ^ { x } \{ ( \frac a b ) ^ { x } + 1 \} ] ^ { \frac 1 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\700.jpg,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
